date,symbol,gap_percent,last_price,volume,passed_screening,stage
2024-01-03,FEBO,inf,5.31,105974,True,screening_passed
2024-01-03,NESR,-100.0,7.0,376184,True,screening_passed
2024-01-03,SOHU,-100.0,9.88,110434,True,screening_passed
2024-01-04,ACON,1220.2042304886945,2.92,1557418,True,screening_passed
2024-01-04,DIBS,-100.0,4.91,178999,True,screening_passed
2024-01-04,CINT,-100.0,5.06,178988,True,screening_passed
2024-01-04,NESR,-100.0,7.2,922500,True,screening_passed
2024-01-04,IZM,-100.0,10.53,376580,True,screening_passed
2024-01-05,RDWR,-100.0,15.71,106657,True,screening_passed
2024-01-05,ORN,-100.0,4.66,127824,True,screening_passed
2024-01-05,NESR,-100.0,5.75,452271,True,screening_passed
2024-01-05,OMEX,-100.0,4.47,134222,True,screening_passed
2024-01-05,ZURA,-100.0,4.06,105502,True,screening_passed
2024-01-05,GAIA,-100.0,2.79,122942,True,screening_passed
2024-01-05,ADAG,-100.0,2.18,217486,True,screening_passed
2024-01-09,ECX,-100.0,2.63,120514,True,screening_passed
2024-01-09,NESR,-100.0,7.65,184960,True,screening_passed
2024-01-10,VSTA,-100.0,4.14,265756,True,screening_passed
2024-01-10,ARMN,-100.0,3.21,116958,True,screening_passed
2024-01-11,RDCM,inf,7.71,171273,True,screening_passed
2024-01-11,NESR,-100.0,7.495,148923,True,screening_passed
2024-01-12,GHLD,-100.0,13.89,401801,True,screening_passed
