date,symbol,gap_percent,phase,rejected,reason,entry,stop,size,is_premarket,risk_per_share,total_risk,insufficient_patterns_value,insufficient_patterns_passed,retention_value,retention_passed,accel_value,accel_passed,other_reason,pattern_strength,pattern_count,patterns_detected,step_up_detected,step_up_count,step_up_retention,step_up_total_advance,step_up_strength,parabolic_detected,parabolic_angle,parabolic_acceleration,parabolic_vol_multiplier,parabolic_strength,breakout_detected,breakout_level,breakout_range_size,breakout_vol_ratio,breakout_strength,volume_trend,volume_avg,volume_recent,volume_high_correlation,volume_strength,sr_current_price,sr_support_levels,sr_resistance_levels,sr_strength,pnl,return_pct,hold_time_minutes,relative_volume,min_score_threshold,pa_reason,step_up_steps,parabolic_accel,parabolic_vol_mult,daily_volume,rows,min_bars,entry_time_et,window_start_et,window_end_et,warmup,similarity_to_winners,missed_winner_score,likely_missed_winner
2024-01-04,ACON,1220.2042304886945,entered,False,signal_valid,4.5,3.8452,30.0,True,0.6547999999999998,19.643999999999995,1.0,True,0.0,True,-0.001956152669632926,True,,6.518369182418538,1.0,parabolic,False,2.0,0.0,0.9300000000000006,20.0,True,-0.0753891400627433,-0.001956152669632926,0.4117465910754583,2.0168500997868786,False,5.4,1.4300000000000002,0.33491210565753465,0.0,decreasing,9321.433333333332,3520.2,65.18369182418537,32.59184591209269,4.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-04,ACON,1220.2042304886945,exited,False,stop_loss,,,,,,,1.0,True,0.0,True,-0.001956152669632926,True,,6.518369182418538,1.0,parabolic,False,2.0,0.0,0.9300000000000006,20.0,True,-0.0753891400627433,-0.001956152669632926,0.4117465910754583,2.0168500997868786,False,5.4,1.4300000000000002,0.33491210565753465,0.0,decreasing,9321.433333333332,3520.2,65.18369182418537,32.59184591209269,4.5,0.0,0.0,0.0,-19.643999999999995,-14.551111111111107,13.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-04,JSPR,923.3918128654971,entered,False,signal_valid,6.635,6.4619,110.0,False,0.1730999999999998,19.04099999999998,1.0,True,69.56521739130417,True,0.0006897420745272581,True,,12.50631455504939,1.0,parabolic,False,1.0,69.56521739130417,0.22999999999999954,44.78260869565209,True,0.11189914284638897,0.0006897420745272581,1.257176287051482,6.3480476257276255,False,6.9761,0.47609999999999975,0.25531026999958273,0.0,increasing,964.5666666666667,2958.0,0.0,25.031572775246946,6.635,2.0,0.0,30.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-04,JSPR,923.3918128654971,exited,False,max_hold_time,,,,,,,1.0,True,69.56521739130417,True,0.0006897420745272581,True,,12.50631455504939,1.0,parabolic,False,1.0,69.56521739130417,0.22999999999999954,44.78260869565209,True,0.11189914284638897,0.0006897420745272581,1.257176287051482,6.3480476257276255,False,6.9761,0.47609999999999975,0.25531026999958273,0.0,increasing,964.5666666666667,2958.0,0.0,25.031572775246946,6.635,2.0,0.0,30.0,1.6389999999999905,0.2245666917859821,31.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-05,DSS,1545.185746777862,reject,True,"pattern_invalid:low_score(0.0<5.0),retention(0.0<35.0)",,,,,,,1.0,True,0.0,False,-0.0007001827427300146,True,,0.0,1.0,parabolic,False,,0.0,,,True,-0.11459140623778555,,,,False,2.8,,1.1084953940634596,,,,,,0.0,,,,0.0,,,,,5.0,,2.0,-0.0007001827427300146,2.2972972972972974,68054.0,,,,,,,0.0,0.0,False
2024-01-05,KPLTW,54.255319148936174,reject,True,insufficient_bars_for_pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064834.0,4.0,5.0,,,,,0.0,0.0,False
2024-01-05,ZCARW,51.98237885462555,reject,True,"pattern_invalid:low_score(7.5<10.0),step_ups(1<2),breakout_vol(0.5<0.5)",,,,,,,1.0,True,0.0,False,-2.7723869775941627e-05,True,,7.5,1.0,parabolic,False,,0.0,,,True,1.0528329752587668,,,,False,0.068,,0.47858942065491183,,,,,,0.0,,,,30.0,,,,,10.0,,1.0,-2.7723869775941627e-05,0.11152356358941254,591196.0,,,,,,,0.0,0.0,False
2024-01-08,VMAR,65.93406593406593,reject,True,outside_analysis_window,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072775.0,,,05:12:00,06:00,12:00,,0.0,0.0,False
2024-01-10,MESO,95.09803921568627,entered,False,signal_valid,1.92,1.8736,383.0,False,0.0464,17.7712,2.0,True,39.999999999999915,True,-0.000666241260130304,True,,18.999999999999986,2.0,step_up|parabolic,True,2.0,39.999999999999915,0.1499999999999999,39.99999999999996,True,-0.059067793005028325,-0.000666241260130304,1.0597606524887566,5.265987821885434,False,2.19,0.30000000000000004,0.26914329037149354,0.0,stable,900.7333333333333,1877.4,0.0,15.0,1.92,0.0,1.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-10,MESO,95.09803921568627,exited,False,trailing_stop,,,,,,,2.0,True,39.999999999999915,True,-0.000666241260130304,True,,18.999999999999986,2.0,step_up|parabolic,True,2.0,39.999999999999915,0.1499999999999999,39.99999999999996,True,-0.059067793005028325,-0.000666241260130304,1.0597606524887566,5.265987821885434,False,2.19,0.30000000000000004,0.26914329037149354,0.0,stable,900.7333333333333,1877.4,0.0,15.0,1.92,0.0,1.0,0.0,11.604899999999997,1.5781249999999996,15.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-16,UXIN,801.6602809706256,reject,True,"pattern_invalid:low_score(0.0<5.0),retention(20.8<35.0),breakout_vol(0.3<0.5)",,,,,,,1.0,True,20.767613038906354,False,0.0008595989591609739,True,,0.0,1.0,parabolic,False,,20.767613038906354,,,True,0.02383504290251,,,,False,3.8,,0.25065222741816395,,,,,,0.0,,,,0.0,,,,,5.0,,2.0,0.0008595989591609739,0.1879196500710445,96321.0,,,,,,,0.0,0.0,False
2024-01-16,XOSWW,91.86046511627907,reject,True,outside_analysis_window,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109113.0,,,15:21:00,06:00,12:00,,0.0,0.0,False
2024-01-16,CELUW,89.32584269662922,reject,True,insufficient_bars_for_pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90734.0,20.0,,,,,30.0,0.0,0.0,False
2024-01-16,RNAZ,3607.865168539326,entered,False,signal_valid,4.6,4.182,33.0,True,0.41799999999999926,13.793999999999976,1.0,True,0.0,True,0.00026119746146511527,True,,17.5,1.0,parabolic,False,2.0,0.0,0.009999999999999787,20.0,True,-0.1099491221000015,0.00026119746146511527,0.045922627330921235,0.1685302910434942,False,4.86,0.3600000000000003,0.01828681424446583,0.0,decreasing,125.26666666666667,9.0,100.0,50.0,4.6,1.0,1.0,30.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-16,RNAZ,3607.865168539326,exited,False,stop_loss,,,,,,,1.0,True,0.0,True,0.00026119746146511527,True,,17.5,1.0,parabolic,False,2.0,0.0,0.009999999999999787,20.0,True,-0.1099491221000015,0.00026119746146511527,0.045922627330921235,0.1685302910434942,False,4.86,0.3600000000000003,0.01828681424446583,0.0,decreasing,125.26666666666667,9.0,100.0,50.0,4.6,1.0,1.0,30.0,-13.793999999999976,-9.086956521739115,3.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-17,KPLTW,76.9911504424779,reject,True,insufficient_bars_for_pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526956.0,28.0,,,,,30.0,0.0,0.0,False
2024-01-18,MOBXW,66.66666666666666,reject,True,outside_analysis_window,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119842.0,,,15:32:00,06:00,12:00,,0.0,0.0,False
2024-01-19,CNEY,2595.984703632887,reject,True,"pattern_invalid:low_score(3.0<5.0),step_ups(0<2)",,,,,,,1.0,True,0.0,False,-0.0003406220204989664,True,,3.0,1.0,parabolic,False,,0.0,,,True,-0.1255541949054478,,,,False,1.4799,,0.6129355331822255,,,,,,15.0,,,,0.0,,,,,5.0,,0.0,-0.0003406220204989664,1.1069331312748627,326193.0,,,,,,,0.0,0.0,False
2024-01-22,EVAX,797.511848341232,reject,True,"pattern_invalid:low_score(0.0<5.0),step_ups(0<2),breakout_vol(0.2<0.5)",,,,,,,1.0,True,0.0,False,-0.00017950649531225411,True,,0.0,1.0,parabolic,False,,0.0,,,True,-0.43436401409434866,,,,False,6.0059,,0.21267908057305784,,,,,,0.0,,,,0.0,,,,,5.0,,0.0,-0.00017950649531225411,0.46235839800196243,207271.0,,,,,,,0.0,0.0,False
2024-01-22,NVVE,3886.3325740318905,entered,False,signal_valid,3.04,2.8849,120.0,True,0.15510000000000002,18.612000000000002,1.0,True,0.0,True,-0.00031557881773399185,True,,10.3487423521414,1.0,parabolic,False,0.0,0.0,0.0,0.0,True,-0.2864765102770747,-0.00031557881773399185,0.3126578725792871,1.4041357460758384,False,3.41,0.38000000000000034,2.614994567185802,0.0,stable,155.9,200.8,73.487423521414,51.743711760707,3.04,1.0,2.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-22,NVVE,3886.3325740318905,exited,False,trailing_stop,,,,,,,1.0,True,0.0,True,-0.00031557881773399185,True,,10.3487423521414,1.0,parabolic,False,0.0,0.0,0.0,0.0,True,-0.2864765102770747,-0.00031557881773399185,0.3126578725792871,1.4041357460758384,False,3.41,0.38000000000000034,2.614994567185802,0.0,stable,155.9,200.8,73.487423521414,51.743711760707,3.04,1.0,2.0,0.0,21.299999999999972,5.838815789473677,11.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-22,PCSA,1767.84140969163,entered,False,signal_valid,3.87,3.5661,65.0,True,0.30390000000000006,19.753500000000003,1.0,True,0.0,True,0.0006515175591927484,True,,7.796692243976591,1.0,parabolic,False,0.0,0.0,0.0,0.0,True,-0.04407366785549482,0.0006515175591927484,0.2765273311897106,1.3581512849177226,False,4.1,0.23999999999999977,4.432008368200837,0.0,increasing,185.26666666666668,175.6,65.43130990415338,38.983461219882955,3.87,2.0,1.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-22,PCSA,1767.84140969163,exited,False,stop_loss,,,,,,,1.0,True,0.0,True,0.0006515175591927484,True,,7.796692243976591,1.0,parabolic,False,0.0,0.0,0.0,0.0,True,-0.04407366785549482,0.0006515175591927484,0.2765273311897106,1.3581512849177226,False,4.1,0.23999999999999977,4.432008368200837,0.0,increasing,185.26666666666668,175.6,65.43130990415338,38.983461219882955,3.87,2.0,1.0,0.0,-19.753500000000003,-7.852713178294575,4.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-23,AISPW,62.499999999999986,reject,True,insufficient_bars_for_pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75049.0,23.0,,,,,30.0,0.0,0.0,False
2024-01-23,DTSS,1320.5607476635514,entered,False,signal_valid,1.5,1.3275,227.0,False,0.1725000000000001,39.15750000000002,1.0,True,0.0,True,0.00017343725170824596,True,,22.06876150407573,1.0,parabolic,False,0.0,0.0,0.0,0.0,True,-0.4569505163058747,0.00017343725170824596,2.473841059602649,12.115343900065538,False,1.69,0.29000000000000004,4.168960244648318,0.0,increasing,349.7,970.4,100.0,72.84380752037865,1.5,1.0,0.0,30.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-23,DTSS,1320.5607476635514,exited,False,trailing_stop,,,,,,,1.0,True,0.0,True,0.00017343725170824596,True,,22.06876150407573,1.0,parabolic,False,0.0,0.0,0.0,0.0,True,-0.4569505163058747,0.00017343725170824596,2.473841059602649,12.115343900065538,False,1.69,0.29000000000000004,4.168960244648318,0.0,increasing,349.7,970.4,100.0,72.84380752037865,1.5,1.0,0.0,30.0,171.88440000000003,50.480000000000004,14.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-24,ESOA,55.82386363636365,reject,True,outside_analysis_window,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255758.0,,,05:48:00,06:00,12:00,,0.0,0.0,False
2024-01-24,INSG,910.4712041884817,entered,False,signal_valid,2.03,1.9245,426.0,False,0.1054999999999997,44.94299999999988,1.0,True,0.0,True,-0.0006315196448434767,True,,7.5,1.0,parabolic,False,2.0,0.0,0.0,20.0,True,0.085943604811958,-0.0006315196448434767,0.5366063053466669,2.730777973851089,False,2.2003,0.2822,0.1364123446206601,0.0,decreasing,3221.7,2669.2,0.0,0.0,2.03,1.0,1.0,30.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-24,INSG,910.4712041884817,exited,False,max_hold_time,,,,,,,1.0,True,0.0,True,-0.0006315196448434767,True,,7.5,1.0,parabolic,False,2.0,0.0,0.0,20.0,True,0.085943604811958,-0.0006315196448434767,0.5366063053466669,2.730777973851089,False,2.2003,0.2822,0.1364123446206601,0.0,decreasing,3221.7,2669.2,0.0,0.0,2.03,1.0,1.0,30.0,-32.58899999999991,-3.768472906403931,31.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-25,HCMC,9900.000000000002,reject,True,outside_analysis_window,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82767306.0,,,12:00:00,06:00,12:00,,0.0,0.0,False
2024-01-25,COCHW,98.18181818181819,reject,True,insufficient_bars_for_pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52886.0,29.0,,,,,30.0,0.0,0.0,False
2024-01-25,RVSNW,57.38498789346246,reject,True,outside_analysis_window,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431332.0,,,12:42:00,06:00,12:00,,0.0,0.0,False
2024-01-25,REVB,2700.65131425913,entered,False,signal_valid,12.25,11.21,21.0,True,1.0399999999999991,21.839999999999982,1.0,True,0.0,True,-0.0005122258859049725,True,,20.660434258142338,1.0,parabolic,False,2.0,0.0,0.0,20.0,True,0.014066066700984897,-0.0005122258859049725,0.5935884177869699,2.9757565704353968,False,12.6,1.299999999999999,6.1020864381520115,0.0,increasing,154.1,270.6,100.0,65.8021712907117,12.25,2.0,1.0,30.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-25,REVB,2700.65131425913,exited,False,trailing_stop,,,,,,,1.0,True,0.0,True,-0.0005122258859049725,True,,20.660434258142338,1.0,parabolic,False,2.0,0.0,0.0,20.0,True,0.014066066700984897,-0.0005122258859049725,0.5935884177869699,2.9757565704353968,False,12.6,1.299999999999999,6.1020864381520115,0.0,increasing,154.1,270.6,100.0,65.8021712907117,12.25,2.0,1.0,30.0,13.019999999999984,5.0612244897959116,21.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-25,KAVL,1861.165048543689,entered,False,signal_valid,3.05,2.8385,107.0,True,0.21150000000000002,22.6305,1.0,True,0.0,True,-0.0001716689178452288,True,,14.895437262357413,1.0,parabolic,False,3.0,0.0,0.0,30.0,True,-0.1464425680475361,-0.0001716689178452288,0.47992700729927007,2.318278054247719,False,3.2699,0.2698999999999998,0.095,0.0,increasing,81.1,138.8,100.0,74.47718631178707,3.05,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-25,KAVL,1861.165048543689,exited,False,stop_loss,,,,,,,1.0,True,0.0,True,-0.0001716689178452288,True,,14.895437262357413,1.0,parabolic,False,3.0,0.0,0.0,30.0,True,-0.1464425680475361,-0.0001716689178452288,0.47992700729927007,2.318278054247719,False,3.2699,0.2698999999999998,0.095,0.0,increasing,81.1,138.8,100.0,74.47718631178707,3.05,1.0,1.0,0.0,-22.6305,-6.9344262295081975,6.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-25,INO,1007.0175438596491,entered,False,signal_valid,6.46,6.0164,100.0,False,0.4436,44.36,1.0,True,34.36474449132677,True,-0.0004256192396313484,True,,17.5,1.0,parabolic,False,3.0,34.36474449132677,0.6398999999999999,47.18237224566339,True,-0.4192299293828607,-0.0004256192396313484,0.9280936951933653,4.407562959643014,False,7.1399,0.8998999999999997,0.4837397066392177,0.0,decreasing,2162.1,2396.8,100.0,50.0,6.46,1.0,0.0,30.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-25,INO,1007.0175438596491,exited,False,trailing_stop,,,,,,,1.0,True,34.36474449132677,True,-0.0004256192396313484,True,,17.5,1.0,parabolic,False,3.0,34.36474449132677,0.6398999999999999,47.18237224566339,True,-0.4192299293828607,-0.0004256192396313484,0.9280936951933653,4.407562959643014,False,7.1399,0.8998999999999997,0.4837397066392177,0.0,decreasing,2162.1,2396.8,100.0,50.0,6.46,1.0,0.0,30.0,11.359999999999992,1.7585139318885439,10.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-26,TC,1192.8571428571427,reject,True,"pattern_invalid:low_score(1.4<5.0),step_ups(1<2),breakout_vol(0.3<0.5)",,,,,,,1.0,True,0.0,False,-0.0007139659145081905,True,,1.4310770430037678,1.0,parabolic,False,,0.0,,,True,0.2728349830680913,,,,False,2.2,,0.33226266952177014,,,,,,7.155385215018839,,,,0.0,,,,,5.0,,1.0,-0.0007139659145081905,0.42104853764779093,94129.0,,,,,,,0.0,0.0,False
2024-01-29,PPTA,60.0,reject,True,outside_analysis_window,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60174.0,,,12:00:00,06:00,12:00,,0.0,0.0,False
